soldprice,size,monthly_fee,agent,municipality,municipality_tax_rate,Number of rooms,House type,Asking price,Balcony,Construction year,Operating cost,Letting form,Floor Number,Lift Availability,year
2625000,44.9,2717.0,Fastighetsbyrån,Öckerö kommun,21.56,2.0,Apartment,2625000.0,1.0,1961.0,15096.0,Right of residence,3.0,1.0,2021
1600000,42.0,2789.0,Bjurfors,Göteborgs kommun,21.12,1.0,Apartment,1595000.0,1.0,1962.0,3840.0,Right of residence,2.0,0.0,2021
3130000,42.0,2460.0,Lundin,Göteborgs kommun,21.12,2.0,Apartment,2850000.0,0.0,1971.0,4400.0,Right of residence,1.0,1.0,2021
3150000,43.0,2394.0,Lundin,Göteborgs kommun,21.12,2.0,Apartment,3150000.0,1.0,2018.0,5100.0,Right of residence,3.0,1.0,2021
2700000,43.0,2910.0,Svensk,Göteborgs kommun,21.12,2.0,Apartment,1995000.0,0.0,2017.0,2400.0,Right of residence,4.0,1.0,2021
240000,41.0,2614.0,Mäklarhuset,Falköpings kommun,21.95,1.0,Apartment,250000.0,0.0,1959.0,1680.0,Right of residence,1.0,0.0,2021
2100000,42.0,2202.0,Erik,Göteborgs kommun,21.12,1.5,Apartment,2050000.0,0.0,1938.0,4320.0,Right of residence,3.0,0.0,2021
900000,40.5,2883.0,Fastighetsbyrån,Borås kommun,21.31,1.0,Apartment,795000.0,0.0,1954.0,3240.0,Right of residence,3.0,1.0,2021
1600000,41.0,2573.0,Bjurfors,Göteborgs kommun,21.12,1.5,Apartment,1595000.0,1.0,1972.0,9804.0,Right of residence,4.0,0.0,2021
2750000,45.0,3002.0,Bjurfors,Göteborgs kommun,21.12,1.5,Apartment,2800000.0,0.0,1975.0,4400.0,Right of residence,1.0,1.0,2021
625000,41.0,2710.0,Svensk,Lidköpings kommun,21.26,1.5,Apartment,450000.0,1.0,1957.0,3000.0,Right of residence,1.0,0.0,2021
1900000,42.0,2674.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,1850000.0,1.0,1961.0,3000.0,Right of residence,1.0,0.0,2021
3665000,44.5,1972.0,HusmanHagberg,Göteborgs kommun,21.12,2.0,Apartment,3400000.0,0.0,1890.0,4550.0,Right of residence,1.0,0.0,2021
395000,45.0,3132.0,Mäklarhuset,Lidköpings kommun,21.26,2.0,Villa,395000.0,0.0,1961.0,10003.0,Right of ownership,2.0,0.0,2021
1900000,41.0,3270.0,Bjurfors,Göteborgs kommun,21.12,1.0,Apartment,1695000.0,0.0,1948.0,3000.0,Right of residence,1.0,0.0,2021
2200000,42.0,2733.0,Länsförsäkringar,Göteborgs kommun,21.12,2.0,Apartment,2200000.0,1.0,2019.0,4200.0,Right of residence,4.0,1.0,2021
2210000,42.0,3213.0,Erik,Mölndals kommun,20.51,1.0,Apartment,1995000.0,1.0,1947.0,3400.0,Right of residence,1.0,0.0,2021
1100000,45.0,3132.0,Fastighetsbyrån,Marks kommun,21.51,2.0,Villa,1395000.0,0.0,1877.0,11816.0,Right of ownership,2.0,0.0,2021
2700000,43.0,2335.0,Bjurfors,Göteborgs kommun,21.12,1.0,Apartment,1995000.0,0.0,1961.0,1800.0,Right of residence,1.0,0.0,2021
3150000,43.0,2394.0,Lundin,Göteborgs kommun,21.12,2.0,Apartment,2750000.0,1.0,2018.0,7440.0,Right of residence,6.0,1.0,2021
2195000,42.0,3460.0,Svensk,Göteborgs kommun,21.12,1.5,Apartment,2195000.0,1.0,2018.0,6636.0,Right of residence,3.0,1.0,2021
3200000,43.0,2525.0,Lundin,Göteborgs kommun,21.12,1.0,Apartment,3200000.0,0.0,1927.0,3600.0,Right of residence,2.0,1.0,2021
2200000,41.4,3056.0,Länsförsäkringar,Göteborgs kommun,21.12,2.0,Apartment,2050000.0,1.0,1961.0,4200.0,Right of residence,3.0,0.0,2021
375000,40.5,3022.0,Fastighetsbyrån,Vänersborgs kommun,22.21,1.0,Apartment,375000.0,1.0,1955.0,8200.0,Right of residence,2.0,0.0,2021
240000,45.0,3746.0,Länsförsäkringar,Mariestads kommun,21.26,2.0,Apartment,235000.0,0.0,1946.0,4200.0,Right of residence,1.0,0.0,2021
2875000,41.0,2645.0,Erik,Göteborgs kommun,21.12,2.0,Apartment,2590000.0,0.0,1972.0,1274.0,Right of residence,2.0,0.0,2021
1100000,44.0,2726.0,Svensk,Uddevalla kommun,22.16,1.0,Apartment,950000.0,0.0,1966.0,4872.0,Right of residence,3.0,1.0,2021
530000,42.0,3304.0,Länsförsäkringar,Lidköpings kommun,21.26,2.0,Apartment,425000.0,1.0,1944.0,4400.0,Right of residence,2.0,0.0,2021
1650000,43.0,3361.0,Stadshem,Göteborgs kommun,21.12,2.0,Apartment,1495000.0,0.0,1942.0,3600.0,Right of residence,1.0,0.0,2021
320000,41.0,2750.0,SkandiaMäklarna,Hjo kommun,21.57,1.0,Apartment,320000.0,0.0,1963.0,3720.0,Right of residence,1.0,0.0,2021
1500000,45.0,2551.0,HusmanHagberg,Borås kommun,21.31,2.0,Apartment,1500000.0,0.0,2016.0,7080.0,Right of residence,1.0,1.0,2021
3700000,42.0,2158.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,3350000.0,1.0,1906.0,4400.0,Right of residence,3.0,1.0,2021
795000,41.5,2204.0,ERA,Vänersborgs kommun,22.21,1.0,Apartment,795000.0,1.0,1964.0,1500.0,Right of residence,1.0,0.0,2021
2300000,44.0,3340.0,Länsförsäkringar,Göteborgs kommun,21.12,2.0,Apartment,2290000.0,0.0,1916.0,3600.0,Right of residence,2.0,0.0,2021
200000,41.2,2738.0,Svensk,Åmåls kommun,22.46,1.5,Apartment,195000.0,0.0,1945.0,3600.0,Right of residence,2.0,0.0,2021
3200000,42.1,2286.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,2800000.0,1.0,1929.0,4944.0,Right of residence,2.0,0.0,2021
1780000,45.0,3187.0,Erik,Göteborgs kommun,21.12,1.5,Apartment,1690000.0,1.0,1968.0,4320.0,Right of residence,2.0,0.0,2021
2700000,43.0,2993.0,Lundin,Göteborgs kommun,21.12,2.0,Apartment,2490000.0,1.0,1943.0,5664.0,Right of residence,3.0,0.0,2021
500000,42.0,3304.0,Mäklarhuset,Lidköpings kommun,21.26,2.0,Apartment,475000.0,0.0,1946.0,3900.0,Right of residence,3.0,0.0,2021
995000,43.0,2783.0,Fastighetsbyrån,Vårgårda kommun,21.61,1.0,Apartment,995000.0,0.0,1991.0,6200.0,Right of residence,1.0,0.0,2021
1650000,40.5,2859.0,Länsförsäkringar,Göteborgs kommun,21.12,1.5,Apartment,1650000.0,1.0,1964.0,2160.0,Right of residence,1.0,0.0,2021
740000,43.5,2565.0,Entré,Trollhättans kommun,22.36,1.5,Apartment,725000.0,1.0,1958.0,4200.0,Right of residence,2.0,0.0,2021
2350000,44.0,2551.0,Länsförsäkringar,Göteborgs kommun,21.12,1.0,Apartment,2150000.0,1.0,1946.0,3600.0,Right of residence,1.0,0.0,2021
2480000,44.3,3002.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,2350000.0,0.0,2017.0,4400.0,Right of residence,2.0,1.0,2021
3020000,42.0,3148.0,Stadshem,Göteborgs kommun,21.12,1.0,Apartment,2600000.0,0.0,1904.0,5000.0,Right of residence,1.0,0.0,2021
2600000,45.0,3076.0,Svensk,Göteborgs kommun,21.12,2.0,Apartment,2490000.0,1.0,1942.0,4400.0,Right of residence,2.0,1.0,2021
1060000,43.3,2929.0,Ny,Göteborgs kommun,21.12,1.0,Apartment,1095000.0,0.0,1961.0,3158.0,Right of residence,3.0,0.0,2021
2650000,45.0,2935.0,Bjurfors,Mölndals kommun,20.51,2.0,Apartment,2395000.0,1.0,2017.0,4260.0,Right of residence,4.0,1.0,2021
2695000,42.0,2980.0,Ny,Göteborgs kommun,21.12,1.0,Apartment,2695000.0,1.0,2020.0,8000.0,Right of residence,3.0,1.0,2021
1850000,42.5,2252.0,Svensk,Göteborgs kommun,21.12,1.0,Apartment,1795000.0,0.0,1964.0,3600.0,Right of residence,2.0,0.0,2021
2525000,42.9,2628.0,Erik,Göteborgs kommun,21.12,2.0,Apartment,2550000.0,1.0,1937.0,4320.0,Right of residence,3.0,0.0,2021
1850000,43.0,3104.0,Bjurfors,Mölndals kommun,20.51,1.5,Apartment,1395000.0,0.0,1971.0,4440.0,Right of residence,3.0,0.0,2021
1850000,42.0,2674.0,Svensk,Göteborgs kommun,21.12,2.0,Apartment,1750000.0,1.0,1946.0,3540.0,Right of residence,1.0,0.0,2021
2675000,44.0,3132.0,Svensk,Kungälvs kommun,21.44,3.0,Villa,2300000.0,0.0,1961.0,10500.0,Right of ownership,2.0,0.0,2021
1250000,40.8,2162.0,Fastighetsbyrån,Trollhättans kommun,22.36,2.0,Apartment,895000.0,1.0,1947.0,3900.0,Right of residence,2.0,1.0,2021
1850000,44.0,2588.0,Bjurfors,Göteborgs kommun,21.12,1.0,Apartment,1795000.0,1.0,1961.0,4800.0,Right of residence,3.0,0.0,2021
2400000,42.5,2645.0,Svensk,Göteborgs kommun,21.12,1.0,Apartment,2475000.0,0.0,2005.0,3696.0,Right of residence,2.0,1.0,2021
2200000,44.0,3454.0,Lundin,Göteborgs kommun,21.12,2.0,Apartment,1990000.0,0.0,1961.0,4140.0,Right of residence,3.0,1.0,2021
2750000,45.0,3076.0,HusmanHagberg,Göteborgs kommun,21.12,2.0,Apartment,2550000.0,1.0,1942.0,5520.0,Right of residence,3.0,1.0,2021
3555000,41.3,2971.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,2990000.0,1.0,1980.0,4400.0,Right of residence,5.0,1.0,2021
2850000,44.5,3283.0,Svensk,Göteborgs kommun,21.12,2.0,Apartment,1995000.0,0.0,1943.0,4400.0,Right of residence,3.0,0.0,2021
3000000,41.0,2812.0,Bjurfors,Göteborgs kommun,21.12,1.0,Apartment,2590000.0,0.0,1972.0,4400.0,Right of residence,5.0,1.0,2021
1300000,40.5,2886.0,Svensk,Ale kommun,21.87,1.0,Apartment,1350000.0,0.0,1961.0,2400.0,Right of residence,2.0,0.0,2021
2520000,42.0,2478.0,Erik,Göteborgs kommun,21.12,1.5,Apartment,2395000.0,0.0,2013.0,5880.0,Right of residence,4.0,1.0,2021
1295000,41.5,2915.0,Svensk,Ale kommun,21.87,1.0,Apartment,1295000.0,0.0,1961.0,2400.0,Right of residence,1.0,0.0,2021
385000,43.0,3160.0,Svensk,Uddevalla kommun,22.16,1.0,Apartment,395000.0,0.0,1971.0,4400.0,Right of residence,2.0,0.0,2021
3010000,45.0,2360.0,Länsförsäkringar,Göteborgs kommun,21.12,1.5,Apartment,2550000.0,1.0,1942.0,2400.0,Right of residence,5.0,1.0,2021
2850000,41.5,2787.0,Länsförsäkringar,Göteborgs kommun,21.12,1.5,Apartment,2500000.0,1.0,2017.0,4680.0,Right of residence,2.0,1.0,2021
880000,40.5,3203.0,Svensk,Trollhättans kommun,22.36,1.5,Apartment,895000.0,0.0,1961.0,4400.0,Right of residence,3.0,0.0,2021
650000,45.0,3132.0,Svensk,Svenljunga kommun,22.05,2.0,Villa,525000.0,0.0,1969.0,24135.0,Right of ownership,2.0,0.0,2021
1600000,45.0,2551.0,HusmanHagberg,Borås kommun,21.31,2.0,Apartment,1450000.0,1.0,2016.0,7080.0,Right of residence,1.0,1.0,2021
2370000,43.9,2951.0,Alvhem,Göteborgs kommun,21.12,1.0,Apartment,2150000.0,0.0,1926.0,4191.0,Right of residence,3.0,0.0,2021
600000,43.0,2661.0,SkandiaMäklarna,Borås kommun,21.31,1.0,Apartment,595000.0,0.0,1972.0,3000.0,Right of residence,2.0,0.0,2021
2500000,42.0,2809.0,Erik,Göteborgs kommun,21.12,1.5,Apartment,2475000.0,1.0,1951.0,4200.0,Right of residence,1.0,0.0,2021
700000,44.0,2971.0,Fastighetsbyrån,Lidköpings kommun,21.26,1.0,Apartment,525000.0,1.0,1962.0,2700.0,Right of residence,1.0,0.0,2021
2900000,41.0,3221.0,Länsförsäkringar,Göteborgs kommun,21.12,1.5,Apartment,2500000.0,1.0,2018.0,3480.0,Right of residence,3.0,1.0,2021
3000000,43.0,2670.0,Alvhem,Göteborgs kommun,21.12,2.0,Apartment,2350000.0,0.0,1943.0,3756.0,Right of residence,1.0,0.0,2021
3270000,45.0,2724.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,2750000.0,1.0,1938.0,4400.0,Right of residence,3.0,0.0,2021
1495000,45.0,2944.0,Länsförsäkringar,Göteborgs kommun,21.12,1.0,Apartment,1495000.0,1.0,1968.0,3600.0,Right of residence,2.0,0.0,2021
670000,41.0,2617.0,SkandiaMäklarna,Borås kommun,21.31,1.5,Apartment,660000.0,0.0,1955.0,3360.0,Right of residence,5.0,1.0,2021
930000,42.6,2474.0,Hemm,Borås kommun,21.31,1.0,Apartment,825000.0,0.0,1900.0,2300.0,Right of residence,1.0,0.0,2021
2295000,43.5,3001.0,Mäklarhuset,Mölndals kommun,20.51,2.0,Apartment,2295000.0,1.0,1940.0,7164.0,Right of residence,2.0,0.0,2021
2275000,41.0,2741.0,Fastighetsbyrån,Kungälvs kommun,21.44,2.0,Apartment,2195000.0,1.0,2019.0,4352.0,Right of residence,3.0,1.0,2021
3150000,43.0,2177.0,Erik,Göteborgs kommun,21.12,1.5,Apartment,2850000.0,0.0,1978.0,4860.0,Right of residence,2.0,0.0,2021
750000,42.5,3173.0,SkandiaMäklarna,Borås kommun,21.31,1.5,Apartment,695000.0,0.0,1954.0,3600.0,Right of residence,3.0,0.0,2021
2700000,44.8,2495.0,Länsförsäkringar,Göteborgs kommun,21.12,2.0,Apartment,2450000.0,1.0,1955.0,5724.0,Right of residence,2.0,0.0,2021
2650000,40.5,2500.0,Erik,Göteborgs kommun,21.12,1.0,Apartment,2150000.0,1.0,1992.0,4200.0,Right of residence,2.0,1.0,2021
1100000,44.0,3076.0,Fastighetsbyrån,Alingsås kommun,21.36,1.0,Apartment,895000.0,0.0,1990.0,8500.0,Right of residence,6.0,1.0,2021
275000,42.8,2437.0,Fastighetsbyrån,Mariestads kommun,21.26,1.0,Apartment,275000.0,1.0,1963.0,3855.0,Right of residence,2.0,0.0,2021
2495000,44.7,2078.0,Fastighetsbyrån,Uddevalla kommun,22.16,2.5,Apartment,2495000.0,1.0,1994.0,8484.0,Right of residence,2.0,0.0,2021
1800000,45.0,3187.0,Erik,Göteborgs kommun,21.12,1.5,Apartment,1695000.0,1.0,1967.0,3620.0,Right of residence,3.0,0.0,2021
1850000,41.5,2834.0,MOHV,Mölndals kommun,20.51,1.0,Apartment,1750000.0,1.0,1970.0,9432.0,Right of residence,2.0,0.0,2021
2950000,44.0,2567.0,Bjurfors,Göteborgs kommun,21.12,1.5,Apartment,2995000.0,0.0,1929.0,4400.0,Right of residence,1.0,1.0,2021
960000,44.0,2525.0,Mäklarhuset,Skövde kommun,21.61,1.5,Apartment,995000.0,0.0,1944.0,2436.0,Right of residence,2.0,0.0,2021
590000,42.0,3275.0,Fastighetsbyrån,Lidköpings kommun,21.26,2.0,Apartment,450000.0,1.0,1946.0,3600.0,Right of residence,1.0,0.0,2021
2800000,42.5,2750.0,Bjurfors,Göteborgs kommun,21.12,1.0,Apartment,2395000.0,0.0,1965.0,4400.0,Right of residence,2.0,0.0,2021
2150000,45.0,3284.0,Fastighetsbyrån,Lerums kommun,20.65,2.0,Apartment,1975000.0,1.0,2019.0,4400.0,Right of residence,4.0,1.0,2021
500000,43.5,3026.0,Svensk,Lidköpings kommun,21.26,1.0,Apartment,450000.0,0.0,1954.0,3600.0,Right of residence,4.0,0.0,2021
2050000,41.0,2606.0,CHRISTANDER,Göteborgs kommun,21.12,1.0,Apartment,2095000.0,0.0,2016.0,5160.0,Right of residence,1.0,1.0,2021
2950000,45.0,2710.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,2650000.0,0.0,1938.0,2496.0,Right of residence,1.0,0.0,2021
2600000,43.5,2544.0,Länsförsäkringar,Göteborgs kommun,21.12,2.0,Apartment,2450000.0,1.0,1944.0,7320.0,Right of residence,1.0,1.0,2021
3500000,45.0,1903.0,Alvhem,Göteborgs kommun,21.12,1.0,Apartment,3400000.0,0.0,1930.0,3000.0,Right of residence,2.0,1.0,2021
2825000,42.0,2663.0,Fastighetsbyrån,Göteborgs kommun,21.12,1.0,Apartment,2795000.0,1.0,2011.0,4400.0,Right of residence,3.0,1.0,2021
2300000,45.0,3132.0,Svensk,Mölndals kommun,20.51,4.0,Villa,2295000.0,0.0,1963.0,11430.0,Right of ownership,2.0,0.0,2021
2195000,44.0,2951.0,Svensk,Göteborgs kommun,21.12,1.0,Apartment,2195000.0,0.0,1926.0,4400.0,Right of residence,2.0,0.0,2021
3200000,43.0,2667.0,Lundin,Göteborgs kommun,21.12,1.0,Apartment,2595000.0,0.0,1981.0,3060.0,Right of residence,5.0,1.0,2021
1795000,42.0,2674.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,1795000.0,1.0,1961.0,3000.0,Right of residence,1.0,0.0,2021
3200000,45.0,2452.0,Alvhem,Göteborgs kommun,21.12,2.0,Apartment,2750000.0,0.0,1936.0,3500.0,Right of residence,2.0,0.0,2021
2525000,40.5,2519.0,Fastighetsbyrån,Mölndals kommun,20.51,1.5,Apartment,2295000.0,0.0,2018.0,12826.0,Right of residence,5.0,1.0,2021
1800000,42.9,3079.0,Fastighetsbyrån,Göteborgs kommun,21.12,1.0,Apartment,1750000.0,1.0,1950.0,4320.0,Right of residence,1.0,0.0,2021
1050000,41.0,3035.0,Svensk,Trollhättans kommun,22.36,1.0,Apartment,1050000.0,1.0,1944.0,4400.0,Right of residence,3.0,0.0,2021
950000,42.5,2063.0,Mäklarhuset,Borås kommun,21.31,1.0,Apartment,895000.0,0.0,1961.0,10440.0,Right of residence,5.0,1.0,2021
2925000,44.5,3283.0,Lundin,Göteborgs kommun,21.12,2.0,Apartment,2595000.0,1.0,1943.0,4400.0,Right of residence,3.0,0.0,2021
2000000,45.0,3102.0,Fastighetsbyrån,Göteborgs kommun,21.12,1.5,Apartment,1895000.0,1.0,1968.0,3500.0,Right of residence,1.0,0.0,2021
710000,44.0,3946.0,Fastighetsbyrån,Borås kommun,21.31,2.0,Apartment,650000.0,1.0,1946.0,4800.0,Right of residence,2.0,0.0,2021
2940000,43.0,1652.0,CHRISTANDER,Mölndals kommun,20.51,1.5,Apartment,2495000.0,1.0,2014.0,8280.0,Right of residence,2.0,0.0,2021
2350000,43.0,3006.0,Länsförsäkringar,Mölndals kommun,20.51,1.5,Apartment,2295000.0,1.0,2020.0,5424.0,Right of residence,2.0,0.0,2021
2650000,42.0,2627.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,2550000.0,0.0,1933.0,1800.0,Right of residence,1.0,0.0,2021
2550000,43.0,2304.0,Fastighetsbyrån,Göteborgs kommun,21.12,1.0,Apartment,2290000.0,0.0,1978.0,4000.0,Right of residence,2.0,0.0,2021
2350000,44.0,2588.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,2295000.0,1.0,2019.0,4400.0,Right of residence,8.0,1.0,2021
995000,43.0,3132.0,Mäklarhuset,Bollebygds kommun,21.59,3.0,Villa,995000.0,0.0,1951.0,6546.0,Right of ownership,2.0,0.0,2021
660000,42.0,2792.0,ERA,Vänersborgs kommun,22.21,1.0,Apartment,650000.0,1.0,1961.0,3700.0,Right of residence,2.0,0.0,2021
167500,40.5,2695.0,Fastighetsbyrån,Tibro kommun,21.21,1.0,Apartment,185000.0,0.0,1954.0,4097.0,Right of residence,4.0,0.0,2021
660000,42.5,2811.0,Fastighetsbyrån,Lidköpings kommun,21.26,1.0,Apartment,495000.0,1.0,1968.0,3816.0,Right of residence,2.0,0.0,2021
550000,41.5,3239.0,Fastighetsbyrån,Lidköpings kommun,21.26,2.0,Apartment,450000.0,0.0,1935.0,3710.0,Right of residence,2.0,0.0,2021
2100000,42.8,1950.0,Länsförsäkringar,Uddevalla kommun,22.16,2.5,Apartment,2195000.0,0.0,1993.0,9000.0,Right of residence,2.0,0.0,2021
2850000,45.0,2711.0,Lundin,Göteborgs kommun,21.12,2.0,Apartment,2850000.0,0.0,1938.0,4140.0,Right of residence,1.0,0.0,2021
1750000,43.1,3256.0,Bjurfors,Göteborgs kommun,21.12,1.0,Apartment,1595000.0,1.0,1961.0,3540.0,Right of residence,1.0,1.0,2021
2350000,42.0,3111.0,Bjurfors,Göteborgs kommun,21.12,1.5,Apartment,2350000.0,1.0,2018.0,3840.0,Right of residence,4.0,1.0,2021
345000,43.5,2395.0,Fastighetsbyrån,Mariestads kommun,21.26,2.0,Apartment,365000.0,0.0,1962.0,3887.0,Right of residence,3.0,0.0,2021
1350000,40.3,2219.0,Länsförsäkringar,Göteborgs kommun,21.12,1.0,Apartment,1275000.0,1.0,1954.0,4200.0,Right of residence,2.0,0.0,2021
130000,42.5,3359.0,Mäklarhuset,Falköpings kommun,21.95,1.0,Apartment,130000.0,0.0,1954.0,1752.0,Right of residence,3.0,0.0,2021
2160000,43.0,2261.0,Bjurfors,Göteborgs kommun,21.12,1.0,Apartment,1950000.0,1.0,2018.0,3000.0,Right of residence,2.0,1.0,2021
895000,43.0,2962.0,Svensk,Skövde kommun,21.61,1.5,Apartment,850000.0,0.0,1961.0,6420.0,Right of residence,2.0,0.0,2021
3050000,44.5,3283.0,Lundin,Göteborgs kommun,21.12,2.0,Apartment,1995000.0,1.0,1943.0,4400.0,Right of residence,4.0,0.0,2021
3075000,44.5,2438.0,Erik,Göteborgs kommun,21.12,2.0,Apartment,2850000.0,1.0,1947.0,2170.0,Right of residence,3.0,0.0,2021
1800000,42.5,3142.0,HusmanHagberg,Göteborgs kommun,21.12,2.0,Apartment,1900000.0,0.0,1969.0,4500.0,Right of residence,2.0,1.0,2021
1960000,45.0,3102.0,Erik,Göteborgs kommun,21.12,2.0,Apartment,1850000.0,1.0,1967.0,5280.0,Right of residence,1.0,0.0,2021
2570000,41.1,2460.0,Bjurfors,Göteborgs kommun,21.12,1.5,Apartment,2295000.0,0.0,1964.0,2400.0,Right of residence,7.0,1.0,2021
415000,45.0,3097.0,Svensk,Uddevalla kommun,22.16,2.0,Apartment,450000.0,0.0,1961.0,1032.0,Right of residence,2.0,0.0,2021
2750000,42.7,2020.0,Ny,Göteborgs kommun,21.12,1.5,Apartment,2795000.0,0.0,2015.0,11052.0,Right of residence,1.0,1.0,2021
2775000,45.0,2282.0,Erik,Göteborgs kommun,21.12,1.5,Apartment,2395000.0,0.0,1979.0,4320.0,Right of residence,2.0,1.0,2021
1900000,40.5,2357.0,Fastighetsbyrån,Mölndals kommun,20.51,1.5,Apartment,1995000.0,1.0,1961.0,3924.0,Right of residence,2.0,0.0,2021
1195000,40.5,2866.0,SkandiaMäklarna,Ale kommun,21.87,1.0,Apartment,1195000.0,1.0,1960.0,4400.0,Right of residence,3.0,0.0,2021
400000,42.5,2992.0,Fastighetsbyrån,Vänersborgs kommun,22.21,1.0,Apartment,395000.0,1.0,1955.0,5407.0,Right of residence,1.0,0.0,2021
800000,42.6,2474.0,HusmanHagberg,Borås kommun,21.31,1.0,Apartment,795000.0,0.0,1961.0,4688.0,Right of residence,-1.0,0.0,2021
2765000,44.8,2495.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,2350000.0,1.0,1955.0,4400.0,Right of residence,1.0,0.0,2021
280000,42.5,3042.0,ERA,Vänersborgs kommun,22.21,1.5,Apartment,295000.0,0.0,1964.0,2700.0,Right of residence,2.0,0.0,2021
1595000,40.5,2875.0,Bjurfors,Göteborgs kommun,21.12,1.0,Apartment,1595000.0,1.0,1961.0,3000.0,Right of residence,3.0,0.0,2021
3435000,44.5,2913.0,Erik,Göteborgs kommun,21.12,2.0,Apartment,3175000.0,1.0,1987.0,5661.0,Right of residence,6.0,1.0,2021
1050000,44.5,3228.0,HusmanHagberg,Skövde kommun,21.61,1.0,Apartment,895000.0,1.0,1990.0,3600.0,Right of residence,3.0,1.0,2021
2700000,43.5,2641.0,Reveny,Göteborgs kommun,21.12,2.0,Apartment,2480000.0,1.0,1943.0,4000.0,Right of residence,3.0,0.0,2021
910000,45.0,2973.0,Mäklarhuset,Borås kommun,21.31,1.0,Apartment,995000.0,0.0,1961.0,3900.0,Right of residence,2.0,0.0,2021
2150000,45.0,3285.0,LISTED,Lerums kommun,20.65,2.0,Apartment,2150000.0,1.0,2019.0,4400.0,Right of residence,1.0,1.0,2021
500000,43.0,3157.0,Mäklarhuset,Lidköpings kommun,21.26,1.5,Apartment,475000.0,0.0,1943.0,3192.0,Right of residence,2.0,0.0,2021
1625000,44.0,3132.0,Fastighetsbyrån,Kungälvs kommun,21.44,2.0,Villa,1495000.0,0.0,1950.0,36700.0,Right of ownership,2.0,0.0,2021
900000,44.0,3237.0,Fastighetsbyrån,Borås kommun,21.31,2.0,Apartment,849000.0,0.0,1936.0,4341.0,Right of residence,1.0,0.0,2021
695000,42.0,2346.0,Svensk,Skövde kommun,21.61,1.0,Apartment,695000.0,0.0,1961.0,4476.0,Right of residence,3.0,0.0,2021
720000,43.0,2785.0,HusmanHagberg,Borås kommun,21.31,1.0,Apartment,720000.0,0.0,1972.0,4200.0,Right of residence,3.0,0.0,2021
2200000,45.0,3284.0,LISTED,Lerums kommun,20.65,2.0,Apartment,1950000.0,1.0,2019.0,5900.0,Right of residence,3.0,1.0,2021
430000,41.0,3393.0,Fastighetsbyrån,Skövde kommun,21.61,1.0,Apartment,400000.0,0.0,1963.0,5500.0,Right of residence,1.0,0.0,2021
2300000,41.6,2881.0,SkandiaMäklarna,Göteborgs kommun,21.12,1.5,Apartment,1995000.0,1.0,2016.0,6840.0,Right of residence,3.0,1.0,2021
2390000,44.0,3006.0,Länsförsäkringar,Göteborgs kommun,21.12,1.5,Apartment,2080000.0,1.0,1952.0,4320.0,Right of residence,1.0,0.0,2021
2800000,44.0,3252.0,Länsförsäkringar,Göteborgs kommun,21.12,2.0,Apartment,2500000.0,1.0,1961.0,5244.0,Right of residence,4.0,0.0,2021
1995000,43.5,3757.0,Bjurfors,Mölndals kommun,20.51,1.0,Apartment,1995000.0,0.0,1961.0,4800.0,Right of residence,1.0,0.0,2021
1695000,43.0,3132.0,ERA,Vänersborgs kommun,22.21,3.0,Villa,1695000.0,0.0,1945.0,50700.0,Right of ownership,2.0,0.0,2021
2070000,45.0,3284.0,Fastighetsbyrån,Lerums kommun,20.65,2.0,Apartment,1890000.0,1.0,2019.0,4400.0,Right of residence,2.0,1.0,2021
2150000,45.0,3182.0,Urban,Göteborgs kommun,21.12,2.0,Apartment,1980000.0,1.0,1945.0,2700.0,Right of residence,2.0,0.0,2021
2060000,45.0,3285.0,Svensk,Lerums kommun,20.65,2.0,Apartment,2090000.0,1.0,2019.0,5400.0,Right of residence,2.0,1.0,2021
2490000,42.5,3006.0,Erik,Göteborgs kommun,21.12,1.0,Apartment,2250000.0,1.0,1953.0,4320.0,Right of residence,2.0,0.0,2021
2050000,43.5,3489.0,Erik,Mölndals kommun,20.51,1.0,Apartment,1950000.0,1.0,1952.0,4320.0,Right of residence,3.0,0.0,2021
3200000,45.0,2403.0,Stadshem,Göteborgs kommun,21.12,2.0,Apartment,2950000.0,0.0,1937.0,4800.0,Right of residence,2.0,0.0,2021
150000,44.0,2752.0,Fastighetsbyrån,Skara kommun,21.5,1.0,Apartment,139000.0,0.0,1958.0,3016.0,Right of residence,1.0,0.0,2021
290000,43.5,2394.0,Fastighetsbyrån,Mariestads kommun,21.26,2.0,Apartment,285000.0,0.0,1962.0,1700.0,Right of residence,2.0,0.0,2021
1070000,42.0,2680.0,Fastighetsbyrån,Trollhättans kommun,22.36,1.0,Apartment,995000.0,1.0,1944.0,3664.0,Right of residence,1.0,0.0,2021
