soldprice,size,monthly_fee,agent,municipality,municipality_tax_rate,Number of rooms,House type,Asking price,Balcony,Construction year,Operating cost,Letting form,Floor Number,Lift Availability,year
2550000,59.5,4318.0,Bjurfors,Kungälvs kommun,21.44,2.0,Apartment,2375000.0,1.0,2007.0,4400.0,Right of residence,2.0,1.0,2021
2610000,55.2,4286.0,Lundin,Göteborgs kommun,21.12,2.0,Apartment,2490000.0,1.0,1950.0,4740.0,Right of residence,2.0,0.0,2021
3075000,57.0,3132.0,BostadsForm,Göteborgs kommun,21.12,3.0,Villa,2750000.0,0.0,1953.0,26500.0,Right of ownership,2.0,0.0,2021
3660000,60.0,2510.0,Fastighetsbyrån,Göteborgs kommun,21.12,2.0,Apartment,3150000.0,1.0,1968.0,4400.0,Right of residence,4.0,1.0,2021
2950000,58.0,3532.0,MOHV,Göteborgs kommun,21.12,2.0,Apartment,2890000.0,1.0,2015.0,4400.0,Right of residence,7.0,1.0,2021
795000,56.0,2621.0,HusmanHagberg,Borås kommun,21.31,2.0,Apartment,795000.0,1.0,1956.0,3939.0,Right of residence,3.0,0.0,2021
1710000,55.5,2521.0,Bjurfors,Borås kommun,21.31,2.0,Apartment,1495000.0,1.0,1949.0,4400.0,Right of residence,1.0,0.0,2021
1900000,55.5,3078.0,Svensk,Ale kommun,21.87,2.0,Apartment,1995000.0,0.0,1956.0,3000.0,Right of residence,1.0,0.0,2021
5200000,60.0,3025.0,Stadshem,Göteborgs kommun,21.12,2.0,Apartment,4250000.0,0.0,1900.0,6000.0,Right of residence,15.0,0.0,2021
1050000,55.5,5095.0,Fastighetsbyrån,Strömstads kommun,21.91,2.0,Apartment,1050000.0,1.0,1991.0,3300.0,Right of residence,3.0,1.0,2021
1420000,58.0,3132.0,Entré,Trollhättans kommun,22.36,3.0,Villa,1300000.0,0.0,1971.0,21676.0,Right of ownership,2.0,0.0,2021
955000,57.0,3795.0,Bjurfors,Borås kommun,21.31,2.0,Apartment,795000.0,1.0,1953.0,4400.0,Right of residence,1.0,1.0,2021
2450000,56.0,3040.0,CHRISTANDER,Göteborgs kommun,21.12,2.0,Apartment,2395000.0,1.0,1939.0,4188.0,Right of residence,2.0,0.0,2021
2550000,60.0,3135.0,Bjurfors,Lerums kommun,20.65,2.0,Apartment,1890000.0,0.0,1984.0,21240.0,Right of residence,1.0,0.0,2021
2400000,56.0,2768.0,Svensk,Ale kommun,21.87,2.0,Apartment,1995000.0,0.0,1961.0,3000.0,Right of residence,1.0,0.0,2021
2300000,58.0,3142.0,Svensk,Ale kommun,21.87,2.0,Apartment,2300000.0,0.0,2017.0,4200.0,Right of residence,1.0,0.0,2021
525000,57.5,4338.0,SkandiaMäklarna,Hjo kommun,21.57,2.0,Apartment,345000.0,0.0,1955.0,3204.0,Right of residence,2.0,0.0,2021
2750000,57.0,3565.0,Ny,Göteborgs kommun,21.12,2.0,Apartment,2495000.0,0.0,2016.0,4500.0,Right of residence,1.0,1.0,2021
2200000,57.0,3918.0,SkandiaMäklarna,Göteborgs kommun,21.12,2.0,Apartment,2050000.0,1.0,1958.0,4080.0,Right of residence,3.0,1.0,2021
1050000,56.0,2768.0,Svensk,Marks kommun,21.51,2.0,Apartment,1200000.0,1.0,1959.0,4400.0,Right of residence,2.0,0.0,2021
510000,60.0,2500.0,Broberg,Skara kommun,21.5,2.0,Apartment,475000.0,0.0,1947.0,4700.0,Right of residence,1.0,0.0,2021
1385000,58.0,3219.0,Fastighetsbyrån,Trollhättans kommun,22.36,2.5,Apartment,1450000.0,0.0,1945.0,477.0,Right of residence,3.0,0.0,2021
3000000,60.0,2467.0,Svensk,Göteborgs kommun,21.12,2.0,Apartment,2875000.0,1.0,2010.0,4400.0,Right of residence,2.0,0.0,2021
750000,59.5,3247.0,Fastighetsbyrån,Vänersborgs kommun,22.21,2.0,Apartment,675000.0,0.0,1946.0,4700.0,Right of residence,1.0,0.0,2021
450000,55.5,2919.0,Fastighetsbyrån,Karlsborgs kommun,21.32,2.0,Apartment,375000.0,0.0,1965.0,5200.0,Right of residence,2.0,1.0,2021
3100000,59.5,2200.0,Erik,Göteborgs kommun,21.12,2.0,Apartment,2880000.0,1.0,1954.0,4700.0,Right of residence,3.0,0.0,2021
2995000,57.7,4967.0,Svensk,Tjörns kommun,21.71,3.0,Apartment,2995000.0,1.0,1961.0,7200.0,Right of residence,2.0,0.0,2021
3220000,58.1,2598.0,Länsförsäkringar,Göteborgs kommun,21.12,2.0,Apartment,2980000.0,0.0,1980.0,5892.0,Right of residence,2.0,1.0,2021
3495000,57.0,2968.0,Bjurfors,Göteborgs kommun,21.12,1.5,Apartment,3495000.0,0.0,1912.0,4400.0,Right of residence,5.0,1.0,2021
2700000,60.0,3220.0,Fastighetsbyrån,Göteborgs kommun,21.12,2.0,Apartment,2680000.0,0.0,1937.0,2676.0,Right of residence,3.0,0.0,2021
1805000,58.0,3447.0,Fastighetsbyrån,Göteborgs kommun,21.12,2.0,Apartment,1795000.0,1.0,2020.0,4640.0,Right of residence,7.0,1.0,2021
3800000,59.0,3770.0,Erik,Göteborgs kommun,21.12,2.0,Apartment,3495000.0,1.0,1897.0,3900.0,Right of residence,4.0,1.0,2021
1000000,56.0,3422.0,SkandiaMäklarna,Borås kommun,21.31,2.0,Apartment,795000.0,1.0,1955.0,3000.0,Right of residence,4.0,1.0,2021
3900000,60.0,4031.0,Stadshem,Göteborgs kommun,21.12,3.0,Apartment,3450000.0,1.0,1943.0,5100.0,Right of residence,1.0,0.0,2021
3330000,60.0,3599.0,Svensk,Göteborgs kommun,21.12,2.0,Apartment,2950000.0,1.0,2017.0,4400.0,Right of residence,6.0,1.0,2021
1050000,60.0,3780.0,HusmanHagberg,Borås kommun,21.31,2.0,Apartment,845000.0,1.0,1955.0,5400.0,Right of residence,1.0,0.0,2021
4700000,60.0,2197.0,Alvhem,Göteborgs kommun,21.12,2.0,Apartment,4300000.0,0.0,1904.0,3000.0,Right of residence,2.0,0.0,2021
2500000,60.0,3132.0,Svensk,Skövde kommun,21.61,2.0,Villa,2695000.0,0.0,1850.0,20135.0,Right of ownership,2.0,0.0,2021
2350000,56.0,3335.0,Mäklarhuset,Borås kommun,21.31,2.5,Apartment,2090000.0,0.0,2015.0,10308.0,Right of residence,3.0,1.0,2021
3400000,56.0,3158.0,Fastighetsbyrån,Göteborgs kommun,21.12,2.0,Apartment,2990000.0,1.0,1939.0,7682.0,Right of residence,3.0,0.0,2021
745000,59.0,3633.0,Mäklarhuset,Borås kommun,21.31,2.0,Apartment,745000.0,0.0,1961.0,4200.0,Right of residence,1.0,0.0,2021
880000,56.0,3661.0,Fastighetsbyrån,Borås kommun,21.31,2.0,Apartment,950000.0,0.0,1955.0,4400.0,Right of residence,2.0,0.0,2021
2500000,58.0,3132.0,Fastighetsbyrån,Tanums kommun,21.56,4.0,Holiday Home,2495000.0,0.0,1975.0,18732.0,Right of ownership,2.0,0.0,2021
2350000,58.5,3761.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,2250000.0,1.0,1965.0,4400.0,Right of residence,2.0,0.0,2021
975000,57.5,3557.0,ERA,Borås kommun,21.31,2.0,Apartment,825000.0,0.0,1961.0,4800.0,Right of residence,1.0,0.0,2021
2555000,58.0,3332.0,Erik,Göteborgs kommun,21.12,2.0,Apartment,2400000.0,0.0,1947.0,5100.0,Right of residence,1.0,0.0,2021
3600000,56.5,3335.0,Alvhem,Göteborgs kommun,21.12,2.0,Apartment,3200000.0,1.0,1947.0,4900.0,Right of residence,4.0,1.0,2021
1800000,59.5,3309.0,Fastighetsbyrån,Uddevalla kommun,22.16,2.0,Apartment,1800000.0,0.0,2020.0,4400.0,Right of residence,1.0,0.0,2021
2650000,59.0,3969.0,Fastighetsbyrån,Göteborgs kommun,21.12,3.0,Apartment,2495000.0,0.0,1956.0,4400.0,Right of residence,2.0,0.0,2021
1270000,56.0,3350.0,Fastighetsbyrån,Göteborgs kommun,21.12,2.0,Apartment,1095000.0,1.0,1961.0,4300.0,Right of residence,2.0,0.0,2021
2005000,58.5,3057.0,Länsförsäkringar,Göteborgs kommun,21.12,2.0,Apartment,1995000.0,0.0,1963.0,3600.0,Right of residence,3.0,1.0,2021
4900000,58.0,2596.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,3950000.0,1.0,1910.0,4400.0,Right of residence,4.0,0.0,2021
1725000,60.0,3235.0,HusmanHagberg,Borås kommun,21.31,2.0,Apartment,1475000.0,1.0,1959.0,3200.0,Right of residence,3.0,0.0,2021
2300000,94.0,3132.0,Mäklarhuset,Borås kommun,21.31,6.0,Villa,2475000.0,0.0,1963.0,42194.0,Right of ownership,2.0,0.0,2020
3800000,59.0,2739.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,3450000.0,1.0,1938.0,1500.0,Right of residence,5.0,1.0,2021
425000,56.0,3726.0,Länsförsäkringar,Falköpings kommun,21.95,2.0,Apartment,295000.0,1.0,1962.0,1380.0,Right of residence,2.0,0.0,2021
1580000,59.0,3215.0,Mäklarhuset,Borås kommun,21.31,2.0,Apartment,1375000.0,0.0,1961.0,6684.0,Right of residence,3.0,0.0,2021
2800000,58.5,2816.0,Stadshem,Mölndals kommun,20.51,2.0,Apartment,2550000.0,1.0,1962.0,3200.0,Right of residence,2.0,0.0,2021
2400000,60.0,2300.0,Fastighetsbyrån,Ale kommun,21.87,2.0,Apartment,2295000.0,1.0,2016.0,5920.0,Right of residence,2.0,1.0,2021
2575000,60.0,3132.0,Fastighetsbyrån,Tjörns kommun,21.71,4.0,Villa,2300000.0,0.0,1980.0,28478.0,Right of ownership,2.0,0.0,2021
2875000,57.0,4242.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,2875000.0,1.0,1945.0,2136.0,Right of residence,1.0,1.0,2021
2950000,58.0,2754.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,2795000.0,1.0,2012.0,8400.0,Right of residence,4.0,1.0,2021
2200000,58.5,3449.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,1975000.0,1.0,1963.0,6000.0,Right of residence,2.0,0.0,2021
4100000,55.5,2325.0,Länsförsäkringar,Göteborgs kommun,21.12,2.0,Apartment,3680000.0,1.0,1912.0,5760.0,Right of residence,2.0,0.0,2021
2800000,57.0,3132.0,Svensk,Stenungsunds kommun,21.64,3.0,Villa,1950000.0,0.0,1974.0,21439.0,Right of ownership,2.0,0.0,2021
5650000,55.3,1513.0,Bjurfors,Tjörns kommun,21.71,2.0,Apartment,5250000.0,0.0,2020.0,4400.0,Right of residence,2.0,0.0,2021
330000,59.0,3713.0,Mäklarhuset,Falköpings kommun,21.95,2.0,Apartment,350000.0,1.0,1959.0,3168.0,Right of residence,3.0,0.0,2021
1400000,58.8,3462.0,Svensk,Göteborgs kommun,21.12,2.0,Apartment,1350000.0,1.0,1965.0,4400.0,Right of residence,3.0,0.0,2021
2150000,59.8,2822.0,Ny,Göteborgs kommun,21.12,2.0,Apartment,1895000.0,1.0,1950.0,6900.0,Right of residence,3.0,0.0,2021
4675000,60.0,3911.0,Alvhem,Göteborgs kommun,21.12,2.0,Apartment,4050000.0,0.0,1904.0,4500.0,Right of residence,6.0,1.0,2021
2950000,57.0,3457.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,2695000.0,1.0,1961.0,4200.0,Right of residence,6.0,1.0,2021
380000,56.0,4001.0,Mäklarhuset,Falköpings kommun,21.95,2.0,Apartment,395000.0,0.0,1947.0,3996.0,Right of residence,1.0,0.0,2021
3600000,60.0,1920.0,Mäklarhuset,Strömstads kommun,21.91,3.0,Apartment,3700000.0,0.0,1988.0,5400.0,Right of residence,2.0,0.0,2021
2990000,57.0,3027.0,Gofab,Tjörns kommun,21.71,2.0,Apartment,2990000.0,0.0,2022.0,4400.0,Right of residence,2.0,0.0,2021
1300000,59.4,3532.0,Fastighetsbyrån,Göteborgs kommun,21.12,2.0,Apartment,1295000.0,1.0,1989.0,5852.0,Right of residence,6.0,1.0,2021
950000,58.5,3467.0,Fastighetsbyrån,Lidköpings kommun,21.26,2.0,Apartment,750000.0,1.0,1967.0,4000.0,Right of residence,2.0,0.0,2021
1250000,60.0,3132.0,Svensk,Mariestads kommun,21.26,4.0,Villa,1300000.0,0.0,1909.0,4400.0,Right of ownership,2.0,0.0,2021
2500000,56.0,2980.0,HusmanHagberg,Göteborgs kommun,21.12,2.0,Apartment,2350000.0,0.0,1943.0,3500.0,Right of residence,1.0,0.0,2021
1300000,55.5,3886.0,Svensk,Uddevalla kommun,22.16,2.0,Apartment,1300000.0,0.0,1954.0,3000.0,Right of residence,1.0,1.0,2021
170000,60.0,3444.0,Fastighetsbyrån,Karlsborgs kommun,21.32,2.0,Apartment,150000.0,0.0,1954.0,4620.0,Right of residence,2.0,0.0,2021
3800000,57.0,3718.0,Ny,Göteborgs kommun,21.12,2.0,Apartment,3695000.0,0.0,2015.0,4185.0,Right of residence,5.0,1.0,2021
765000,56.0,3781.0,Mäklarhuset,Lidköpings kommun,21.26,2.0,Apartment,675000.0,0.0,1959.0,3600.0,Right of residence,2.0,0.0,2021
2700000,60.0,4129.0,Bjurfors,Mölndals kommun,20.51,2.0,Apartment,2395000.0,1.0,1947.0,4440.0,Right of residence,1.0,0.0,2021
2105000,58.0,3058.0,Entré,Trollhättans kommun,22.36,2.0,Apartment,1875000.0,1.0,2018.0,11448.0,Right of residence,5.0,1.0,2021
1450000,59.5,4061.0,Fastighetsbyrån,Ale kommun,21.87,2.0,Apartment,1450000.0,0.0,1961.0,5100.0,Right of residence,2.0,0.0,2021
2700000,58.0,3276.0,Fastighetsbyrån,Kungälvs kommun,21.44,2.0,Apartment,2400000.0,0.0,2018.0,11348.0,Right of residence,1.0,0.0,2021
3200000,59.3,3580.0,Fastighetsbyrån,Mölndals kommun,20.51,2.0,Apartment,2995000.0,0.0,2014.0,6192.0,Right of residence,2.0,1.0,2021
3720000,60.0,4496.0,Svensk,Göteborgs kommun,21.12,3.0,Apartment,1995000.0,0.0,1944.0,3600.0,Right of residence,1.0,0.0,2021
3000000,60.0,3995.0,Lundin,Göteborgs kommun,21.12,2.0,Apartment,2590000.0,0.0,1941.0,4140.0,Right of residence,3.0,0.0,2021
1740000,57.0,3562.0,Svensk,Borås kommun,21.31,2.0,Apartment,1650000.0,0.0,1954.0,3600.0,Right of residence,3.0,0.0,2021
2400000,56.0,3710.0,Länsförsäkringar,Härryda kommun,20.5,2.0,Apartment,2395000.0,1.0,1958.0,2400.0,Right of residence,1.0,0.0,2021
1225000,57.5,4327.0,Entré,Trollhättans kommun,22.36,2.0,Apartment,1195000.0,0.0,1933.0,4400.0,Right of ownership,2.0,0.0,2021
230000,60.0,3937.0,Mäklarbyrån,Tidaholms kommun,22.07,2.0,Apartment,239000.0,0.0,1959.0,4700.0,Right of residence,2.0,0.0,2021
590000,58.5,4408.0,Fastighetsbyrån,Hjo kommun,21.57,2.0,Apartment,385000.0,0.0,1956.0,3432.0,Right of residence,3.0,0.0,2021
3300000,58.0,3743.0,SkandiaMäklarna,Göteborgs kommun,21.12,2.0,Apartment,2995000.0,0.0,1936.0,4500.0,Right of residence,1.0,0.0,2021
1800000,57.5,3679.0,Svensk,Stenungsunds kommun,21.64,2.0,Apartment,1795000.0,0.0,1961.0,4400.0,Right of residence,3.0,0.0,2021
1550000,59.0,3132.0,Svensk,Karlsborgs kommun,21.32,2.0,Villa,1995000.0,0.0,1979.0,4400.0,Right of ownership,2.0,0.0,2021
2275000,56.0,3267.0,Stadshem,Göteborgs kommun,21.12,2.0,Apartment,2150000.0,1.0,1936.0,4500.0,Right of residence,2.0,0.0,2021
3550000,59.0,3306.0,Stadshem,Göteborgs kommun,21.12,2.0,Apartment,3250000.0,0.0,1934.0,7200.0,Right of residence,2.0,0.0,2021
3650000,59.0,2771.0,Stadshem,Göteborgs kommun,21.12,2.5,Apartment,3450000.0,0.0,1939.0,3800.0,Right of residence,3.0,0.0,2021
1350000,57.5,3945.0,ERA,Borås kommun,21.31,2.0,Apartment,1095000.0,0.0,1954.0,6000.0,Right of residence,1.0,0.0,2021
2495000,56.0,3571.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,2495000.0,0.0,2015.0,8076.0,Right of residence,1.0,1.0,2021
1695000,57.5,2499.0,Svensk,Ale kommun,21.87,2.0,Apartment,1695000.0,0.0,1961.0,4400.0,Right of residence,1.0,0.0,2021
140000,55.5,4186.0,Fastighetsbyrån,Falköpings kommun,21.95,2.0,Apartment,185000.0,1.0,1953.0,3200.0,Right of residence,1.0,0.0,2021
1715000,59.0,3424.0,Fastighetsbyrån,Trollhättans kommun,22.36,2.0,Apartment,1775000.0,1.0,1944.0,4700.0,Right of residence,4.0,0.0,2021
1800000,55.5,4034.0,Svensk,Göteborgs kommun,21.12,2.0,Apartment,1800000.0,0.0,1963.0,4400.0,Right of residence,5.0,1.0,2021
2720000,60.0,2864.0,SkandiaMäklarna,Göteborgs kommun,21.12,2.0,Apartment,2695000.0,1.0,2011.0,4400.0,Right of residence,2.0,1.0,2021
2675000,58.0,3666.0,Svensk,Göteborgs kommun,21.12,2.5,Apartment,2395000.0,0.0,1961.0,4400.0,Right of residence,1.0,0.0,2021
855000,56.0,3544.0,Fastighetsbyrån,Borås kommun,21.31,2.0,Apartment,785000.0,1.0,1956.0,4400.0,Right of residence,7.0,1.0,2021
2650000,60.0,3068.0,Länsförsäkringar,Stenungsunds kommun,21.64,2.0,Apartment,2495000.0,0.0,2009.0,4500.0,Right of residence,1.0,1.0,2021
4075000,59.0,3965.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,3590000.0,1.0,1945.0,4400.0,Right of residence,3.0,0.0,2021
2000000,59.0,3563.0,Länsförsäkringar,Borås kommun,21.31,2.0,Apartment,1875000.0,1.0,2015.0,5904.0,Right of residence,6.0,1.0,2021
3100000,56.5,3347.0,Bjurfors,Mölndals kommun,20.51,2.0,Apartment,2750000.0,1.0,2017.0,7140.0,Right of residence,3.0,1.0,2021
1350000,57.0,3799.0,Fastighetsbyrån,Trollhättans kommun,22.36,2.0,Apartment,1350000.0,0.0,1942.0,4860.0,Right of residence,3.0,0.0,2021
1195000,59.0,3742.0,Fastighetsbyrån,Marks kommun,21.51,2.0,Apartment,1195000.0,0.0,1967.0,4400.0,Right of residence,1.0,0.0,2021
3300000,60.0,3689.0,Lundin,Göteborgs kommun,21.12,2.0,Apartment,2800000.0,1.0,2010.0,5340.0,Right of residence,1.0,0.0,2021
2550000,58.0,3718.0,Ahre,Göteborgs kommun,21.12,2.0,Apartment,2490000.0,1.0,1961.0,4400.0,Right of residence,1.0,0.0,2021
3020000,60.0,2467.0,Länsförsäkringar,Göteborgs kommun,21.12,2.0,Apartment,2895000.0,1.0,2010.0,3960.0,Right of residence,2.0,1.0,2021
180000,58.5,3722.0,Fastighetsbyrån,Skara kommun,21.5,2.0,Apartment,179000.0,0.0,1965.0,3170.0,Right of residence,2.0,0.0,2021
860000,58.5,3774.0,Fastighetsbyrån,Lidköpings kommun,21.26,2.0,Apartment,675000.0,1.0,1968.0,4400.0,Right of residence,2.0,0.0,2021
3900000,60.0,2934.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,3650000.0,1.0,2012.0,5640.0,Right of residence,12.0,1.0,2021
2980000,57.4,3778.0,HusmanHagberg,Göteborgs kommun,21.12,2.0,Apartment,2980000.0,0.0,1978.0,4050.0,Right of residence,1.0,1.0,2021
2130000,58.0,3275.0,Svensk,Göteborgs kommun,21.12,2.0,Apartment,1995000.0,1.0,2019.0,5736.0,Right of residence,3.0,1.0,2021
2860000,58.0,3727.0,Länsförsäkringar,Mölndals kommun,20.51,2.0,Apartment,2495000.0,0.0,1930.0,4200.0,Right of residence,2.0,0.0,2021
2690000,55.9,3581.0,SkandiaMäklarna,Göteborgs kommun,21.12,2.0,Apartment,2495000.0,1.0,2016.0,8760.0,Right of residence,5.0,1.0,2021
2400000,60.0,3832.0,MOHV,Göteborgs kommun,21.12,2.0,Apartment,2350000.0,1.0,1968.0,4400.0,Right of residence,3.0,1.0,2021
3300000,57.0,3314.0,Lundin,Göteborgs kommun,21.12,2.0,Apartment,2690000.0,1.0,1967.0,5388.0,Right of residence,5.0,1.0,2021
3750000,58.0,2779.0,Norban,Göteborgs kommun,21.12,2.0,Apartment,3690000.0,1.0,1939.0,3108.0,Right of residence,3.0,1.0,2021
2250000,59.8,2822.0,Ny,Göteborgs kommun,21.12,2.0,Apartment,1995000.0,1.0,1950.0,4300.0,Right of residence,2.0,0.0,2021
300000,59.5,3915.0,Fastighetsbyrån,Götene kommun,22.12,2.0,Apartment,250000.0,1.0,1961.0,4500.0,Right of residence,2.0,0.0,2021
3825000,56.5,3335.0,Erik,Göteborgs kommun,21.12,2.0,Apartment,3200000.0,1.0,1947.0,5028.0,Right of residence,3.0,1.0,2021
3095000,56.0,2885.0,Erik,Göteborgs kommun,21.12,2.0,Apartment,3095000.0,1.0,1979.0,6515.0,Right of residence,2.0,1.0,2021
750000,59.0,4186.0,ERA,Vänersborgs kommun,22.21,2.0,Apartment,695000.0,1.0,1953.0,5000.0,Right of residence,2.0,0.0,2021
2550000,59.0,3374.0,SkandiaMäklarna,Göteborgs kommun,21.12,2.0,Apartment,2495000.0,0.0,2008.0,4080.0,Right of residence,1.0,0.0,2021
1350000,60.0,3892.0,HusmanHagberg,Borås kommun,21.31,2.0,Apartment,1195000.0,1.0,1953.0,3924.0,Right of residence,3.0,0.0,2021
3400000,59.0,2992.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,3350000.0,1.0,2020.0,4400.0,Right of residence,7.0,1.0,2021
3190000,56.0,3156.0,Erik,Göteborgs kommun,21.12,2.0,Apartment,2890000.0,1.0,2015.0,5880.0,Right of residence,3.0,1.0,2021
1130000,57.5,4131.0,Mäklarhuset,Borås kommun,21.31,2.0,Apartment,1095000.0,0.0,1961.0,4620.0,Right of residence,3.0,0.0,2021
3390000,58.0,3132.0,Fastighetsbyrån,Mölndals kommun,20.51,3.0,Villa,2995000.0,0.0,1968.0,3800.0,Right of ownership,2.0,0.0,2021
2350000,59.2,4280.0,Fastighetsbyrån,Göteborgs kommun,21.12,2.0,Apartment,2295000.0,1.0,1964.0,5400.0,Right of residence,6.0,1.0,2021
3715000,58.0,4517.0,Erik,Göteborgs kommun,21.12,2.0,Apartment,3200000.0,1.0,1945.0,5479.0,Right of residence,5.0,1.0,2021
3125000,60.0,3132.0,Svensk,Kungälvs kommun,21.44,3.0,Villa,3200000.0,0.0,1950.0,26900.0,Right of ownership,2.0,0.0,2021
600000,58.0,3077.0,Lysekilsmäklarna,Lysekils kommun,22.46,2.0,Apartment,575000.0,1.0,1973.0,2124.0,Right of residence,1.0,0.0,2021
2150000,57.4,4098.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,1995000.0,1.0,1962.0,4400.0,Right of residence,4.0,1.0,2021
425000,58.5,3388.0,Fastighetsbyrån,Skara kommun,21.5,2.0,Apartment,425000.0,0.0,1961.0,3700.0,Right of residence,1.0,0.0,2021
4850000,59.0,3140.0,Alvhem,Göteborgs kommun,21.12,2.0,Apartment,4100000.0,1.0,1900.0,4400.0,Right of residence,5.0,1.0,2021
2600000,57.0,3320.0,Svensk,Göteborgs kommun,21.12,2.0,Apartment,2395000.0,0.0,1949.0,4400.0,Right of residence,1.0,0.0,2021
2890000,57.0,3027.0,Gofab,Tjörns kommun,21.71,2.0,Apartment,2890000.0,0.0,2022.0,4400.0,Right of residence,2.0,0.0,2021
955000,59.0,3773.0,Fastighetsbyrån,Lidköpings kommun,21.26,2.0,Apartment,675000.0,1.0,1962.0,4420.0,Right of residence,2.0,0.0,2021
2950000,58.0,3275.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,2950000.0,1.0,2019.0,4400.0,Right of residence,2.0,1.0,2021
2975000,60.0,2467.0,Erik,Göteborgs kommun,21.12,2.0,Apartment,2875000.0,1.0,2010.0,4636.0,Right of residence,2.0,1.0,2021
2095000,60.0,3762.0,Länsförsäkringar,Kungälvs kommun,21.44,2.0,Apartment,1995000.0,1.0,1958.0,3600.0,Right of residence,1.0,1.0,2021
2800000,57.0,3132.0,Länsförsäkringar,Härryda kommun,20.5,3.0,Villa,2395000.0,0.0,1963.0,9768.0,Right of ownership,2.0,0.0,2021
1775000,58.0,3513.0,Fastighetsbyrån,Uddevalla kommun,22.16,2.0,Apartment,1775000.0,0.0,1961.0,4400.0,Right of residence,1.0,1.0,2021
3575000,59.0,2815.0,Alvhem,Göteborgs kommun,21.12,2.0,Apartment,2950000.0,0.0,1949.0,4500.0,Right of residence,1.0,1.0,2021
1350000,57.0,3415.0,Mäklarringen,Göteborgs kommun,21.12,2.0,Apartment,1295000.0,1.0,1971.0,4700.0,Right of residence,2.0,1.0,2021
3150000,60.0,3644.0,Länsförsäkringar,Stenungsunds kommun,21.64,2.0,Apartment,2950000.0,1.0,2008.0,4380.0,Right of residence,3.0,1.0,2021
2020000,60.0,3627.0,Länsförsäkringar,Göteborgs kommun,21.12,2.0,Apartment,1895000.0,1.0,1968.0,4200.0,Right of residence,2.0,1.0,2021
1550000,55.8,2538.0,Fastighetsbyrån,Göteborgs kommun,21.12,2.0,Apartment,1395000.0,1.0,1962.0,6500.0,Right of residence,1.0,0.0,2021
1850000,60.0,5074.0,Fastighetsbyrån,Lerums kommun,20.65,2.0,Apartment,1750000.0,0.0,1965.0,4400.0,Right of residence,1.0,1.0,2021
740000,56.0,4229.0,Svensk,Lidköpings kommun,21.26,2.0,Apartment,595000.0,0.0,1935.0,4400.0,Right of residence,2.0,0.0,2021
3190000,57.6,2773.0,Bjurfors,Göteborgs kommun,21.12,2.0,Apartment,3190000.0,1.0,2008.0,3600.0,Right of residence,6.0,1.0,2021
2350000,59.0,3648.0,Bjurfors,Mölndals kommun,20.51,1.5,Apartment,2195000.0,0.0,1967.0,4500.0,Right of residence,2.0,0.0,2021
3400000,59.1,2696.0,Erik,Göteborgs kommun,21.12,2.0,Apartment,2975000.0,1.0,1980.0,6000.0,Right of residence,3.0,1.0,2021
1675000,60.0,3737.0,Fastighetsbyrån,Alingsås kommun,21.36,2.0,Apartment,1675000.0,1.0,2020.0,5280.0,Right of residence,2.0,1.0,2021
700000,56.0,4103.0,Fastighetsbyrån,Borås kommun,21.31,2.0,Apartment,625000.0,1.0,1945.0,4078.0,Right of residence,1.0,1.0,2021
1200000,59.0,4165.0,SkandiaMäklarna,Skövde kommun,21.61,2.0,Apartment,1195000.0,1.0,1956.0,3000.0,Right of residence,4.0,0.0,2021
2485000,56.4,3212.0,Svensk,Partille kommun,19.96,2.0,Apartment,2390000.0,0.0,1968.0,4400.0,Right of ownership,-1.0,0.0,2021
2150000,58.7,4101.0,Lundin,Göteborgs kommun,21.12,2.0,Apartment,1750000.0,1.0,1969.0,3600.0,Right of residence,2.0,1.0,2021
2900000,60.0,2288.0,Alvhem,Göteborgs kommun,21.12,2.0,Apartment,3100000.0,0.0,1939.0,5300.0,Right of residence,3.0,0.0,2021
3600000,57.0,3327.0,Entrance,Göteborgs kommun,21.12,2.0,Apartment,3375000.0,0.0,1929.0,4500.0,Right of residence,3.0,1.0,2021
3460000,59.0,3624.0,Fastighetsbyrån,Göteborgs kommun,21.12,2.0,Apartment,2980000.0,1.0,1967.0,5449.0,Right of residence,2.0,1.0,2021
1430000,58.0,3456.0,Entré,Trollhättans kommun,22.36,2.0,Apartment,1350000.0,1.0,1955.0,5400.0,Right of residence,2.0,0.0,2021
3640000,57.0,3519.0,Lundin,Göteborgs kommun,21.12,2.0,Apartment,3350000.0,1.0,1948.0,5388.0,Right of residence,2.0,0.0,2021
